id,hotel_name,Price,hotel_rating,amenities
1115,Sierra Blossom Lodge,251,4.5,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Indoor pool', 'Non-smoking hotel', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1116,The Wildflower Ridge,198,5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1117,The Twilight Canyon Inn,236,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
1119,The Desert Ridge Lodge,191,4.5,"['Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1120,The Redstone Ridge,447,3.5,"['Free parking', 'Free Internet', 'Multilingual Staff', 'Public Wifi', 'Non-smoking rooms']"
1121,The Cactus Garden Inn,183,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1122,The Whispering Trail,192,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms']"
1123,The Desert Moon Inn,217,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Laundry Service', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1124,The Sunlit Ridge,298,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette']"
1125,The Golden Bloom Lodge,187,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1126,The Copper Sands Inn,187,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']"
1127,The Red Mesa Lodge,204,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms']"
1128,Sierra Ridge Retreat,187,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Accessible rooms', 'Non-smoking rooms', 'Suites']"
1129,The Golden Bloom,173,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
1130,The Desert Grove Inn,185,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1131,Sunset Pine Lodge,198,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1132,The Cactus Grove,210,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
1133,The Amber Springs Inn,300,4,"['Free parking', 'Golf Course', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1134,The Whispering Mesa,189,4.5,"['Free parking', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1135,The Solitude Canyon Lodge,208,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
1136,The Desert View Lodge,186,4.5,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']"
1137,The Red Rock Canyon,184,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']"
1138,The Copper Desert Inn,274,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1139,The Desert Springs Lodge,189,5,"['Free parking', 'Spa', 'Business Centre with Internet Access', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1140,Saguaro View Lodge,164,4,"['Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Non-smoking rooms']"
1141,The Wild Canyon Retreat,200,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Non-smoking rooms']"
1142,The Golden Desert Inn,536,5,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']"
1144,The Mesa View Lodge,180,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1145,The Twilight Mesa Inn,186,4.5,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
1146,Sunset Path Inn,192,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1147,The Desert Blossom Retreat,193,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
1148,The Red Rock Lodge,196,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1149,Cedar Blossom Inn,192,3,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']"
1150,The Canyon Sands,230,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1151,The Saguaro Lodge,174,3.7,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1152,The Golden Sands Retreat,188,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1153,The Desert Skies Lodge,192,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1154,The Cactus Garden Lodge,212,3,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette', 'Suites']"
1155,The Whispering Pines Inn,180,4.7,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1157,The Desert Path Lodge,182,4.5,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
1158,The Golden Horizon Retreat,200,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1159,Sierra Path Lodge,199,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1160,The Desert Oasis Lodge,185,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1163,The Amber Glow Inn,189,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1164,The Canyon Ridge,294,4,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1165,The Sandstone Mesa,267,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']"
1166,The Silver Trail Lodge,194,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1167,Sunset Ridge Retreat,197,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Refrigerator in room', 'Kitchenette']"
1168,The Desert Springs Inn,671,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1169,The Copper Trail,185,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1170,The Twilight Springs,186,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1171,The Whispering Cactus Lodge,197,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1172,The Blossom Grove Inn,185,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']"
1173,Golden Oak Lodge,297,4.5,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
1174,Sunrise Valley Retreat,152,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
1175,Silver Birch Lodge,192,4.5,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
1176,The Tranquil Oaks,186,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1177,Cedarwood Haven,192,4,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms', 'Suites']"
1178,Whispering Pines Inn,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1179,Golden Suncrest Lodge,183,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1180,Autumn Ridge Retreat,162,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1181,The Amber Trail Inn,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1182,The Rustic Fern,184,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1183,Sunset Hollow Lodge,190,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']"
1184,Maple Leaf Inn,194,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']"
1185,Whispering Ridge Retreat,186,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1186,The Velvet Oak Inn,192,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
1187,Timberwood Haven,194,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1188,The Bluebird Ridge,184,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1189,The Autumn Grove,182,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1190,The Cozy Pine Lodge,193,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Refrigerator in room', 'Kitchenette']"
1191,Crescent View Inn,194,4,"['Free High Speed Internet (WiFi)', 'Free parking', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1192,Oakbrook Lodge,181,4.5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Wheelchair Access', 'Kitchenette', 'Non-smoking rooms']"
1193,Hickory Hills Retreat,195,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Concierge', 'Golf Course', 'Pets Allowed ( Dog / Pet Friendly )']"
1194,The Canyon View Lodge,183,4.5,['Kitchenette']
1195,Sunset Ridge Inn,186,4.5,['Kitchenette']
1196,Pineview Grove Lodge,184,4,"['Free Internet', 'Free parking', 'Refrigerator in room', 'Kitchenette']"
1197,The Amber Grove Inn,189,4,"['Free Internet', 'Pets Allowed ( Dog / Pet Friendly )']"
1198,Maplebrook Retreat,242,4,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']"
1199,The Crystal Canyon Inn,184,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1200,Oakshade Grove Lodge,293,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1201,Whispering Trail Lodge,189,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
1202,The Golden Pine Inn,192,4.5,"['Room service', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Laundry Service', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
1203,Sagebrush Retreat,200,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1204,Sunset Hollow Inn,191,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1205,Pinecrest Lodge,186,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1206,Autumn Shade Inn,198,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1207,The Sable Ridge Retreat,264,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1208,Whispering Fern Lodge,184,3.5,"['Free High Speed Internet (WiFi)', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette']"
1209,The Twilight Trail Inn,285,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1210,The Golden Lantern Lodge,191,3.5,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']"
1211,Pinehurst Grove Inn,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1212,Cedar Ridge Inn,194,3,['Laundry Service']
1218,The Tranquil Cedar Lodge,157,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
1219,The Willow Bloom Inn,249,3,"['Restaurant', 'Kitchenette']"
1223,The Mountain Breeze Lodge,210,5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']"
1232,Red Maple Lodge,285,3.5,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']"
